ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
strcpy (LI-PaRAD)|1|1.816|1.862|1.921|1.867|1.984|0.499|0.01
strcpy (GNU libc 2.34)|1|2.105|2.107|42.14|3.0|164.184|0.426|0.078
strcpy (Arm OR 23.01)|1|4.461|4.49|4.564|4.496|0.733|0.207|0.002
strcpy (LI-PaRAD)|2|1.817|1.862|1.918|1.865|1.557|0.999|0.015
strcpy (GNU libc 2.34)|2|2.106|2.107|2.109|2.107|0.027|0.884|0.0
strcpy (Arm OR 23.01)|2|4.462|4.508|4.541|4.504|0.696|0.414|0.003
strcpy (LI-PaRAD)|3|1.816|1.862|1.919|1.864|1.831|1.499|0.027
strcpy (GNU libc 2.34)|3|1.824|1.825|2.108|1.837|3.008|1.522|0.04
strcpy (Arm OR 23.01)|3|4.462|4.503|4.546|4.503|0.753|0.621|0.005
strcpy (LI-PaRAD)|4|1.815|1.861|1.919|1.862|1.746|2.001|0.035
strcpy (GNU libc 2.34)|4|1.827|1.828|1.91|1.828|0.451|2.037|0.009
strcpy (Arm OR 23.01)|4|4.463|4.497|4.541|4.5|0.676|0.828|0.006
strcpy (LI-PaRAD)|5|1.816|1.862|1.918|1.866|1.791|2.496|0.045
strcpy (GNU libc 2.34)|5|1.823|1.824|1.979|1.826|0.844|2.551|0.02
strcpy (Arm OR 23.01)|5|4.463|4.503|4.542|4.502|0.759|1.034|0.008
strcpy (LI-PaRAD)|6|1.817|1.862|1.918|1.866|2.056|2.996|0.062
strcpy (GNU libc 2.34)|6|1.824|1.825|1.844|1.825|0.132|3.062|0.004
strcpy (Arm OR 23.01)|6|4.463|4.507|4.541|4.503|0.698|1.241|0.009
strcpy (LI-PaRAD)|7|1.816|1.862|1.929|1.865|1.814|3.496|0.063
strcpy (GNU libc 2.34)|7|1.825|1.826|1.838|1.826|0.073|3.57|0.003
strcpy (Arm OR 23.01)|7|4.463|4.508|4.542|4.505|0.691|1.447|0.01
strcpy (LI-PaRAD)|8|1.816|1.863|1.921|1.866|1.809|3.995|0.072
strcpy (GNU libc 2.34)|8|1.823|1.825|1.83|1.825|0.089|4.082|0.004
strcpy (Arm OR 23.01)|8|4.463|4.505|4.541|4.501|0.678|1.655|0.011
strcpy (LI-PaRAD)|9|1.817|1.862|1.918|1.866|1.629|4.494|0.073
strcpy (GNU libc 2.34)|9|1.821|1.822|1.829|1.822|0.057|4.6|0.003
strcpy (Arm OR 23.01)|9|4.462|4.505|4.541|4.502|0.706|1.862|0.013
strcpy (LI-PaRAD)|10|1.816|1.862|1.918|1.867|1.686|4.99|0.084
strcpy (GNU libc 2.34)|10|1.821|1.822|1.824|1.822|0.033|5.111|0.002
strcpy (Arm OR 23.01)|10|4.463|4.501|4.542|4.502|0.738|2.069|0.015
strcpy (LI-PaRAD)|11|1.815|1.865|1.922|1.879|1.915|5.453|0.105
strcpy (GNU libc 2.34)|11|1.828|1.828|1.83|1.829|0.032|5.603|0.002
strcpy (Arm OR 23.01)|11|4.463|4.515|4.542|4.505|0.756|2.274|0.017
strcpy (LI-PaRAD)|12|1.816|1.863|1.921|1.865|1.878|5.993|0.112
strcpy (GNU libc 2.34)|12|1.828|1.829|1.831|1.829|0.031|6.111|0.002
